uid,recommendations
9936,"['Freezing', 'High School DxD', 'IS: Infinite Stratos', 'Sekirei', 'Hyakka Ryouran: Samurai Bride', 'R-15', 'Sora no Otoshimono Forte', 'C³', 'Maburaho', 'Rosario to Vampire', 'Senran Kagura', 'Asu no Yoichi!', 'Accel World', 'Ichiban Ushiro no Daimaou', 'Koi to Senkyo to Chocolate', 'To LOVE-Ru Darkness OVA', 'Campione! Matsurowanu Kamigami to Kamigoroshi no Maou', 'Maji de Watashi ni Koi Shinasai!', 'MM!', 'Ikkitousen', 'Koihime†Musou', 'Manyuu Hikenchou', 'Baka to Test to Shoukanjuu', 'Date A Live', 'Sora no Otoshimono', 'Mayo Chiki!', 'Shijou Saikyou no Deshi Kenichi', 'Ben-To']"
247,"['Fushigi Yuugi', 'Kiniro no Corda: Primo Passo', 'InuYasha', 'Neo Angelique Abyss', 'Shin Shirayuki-hime Densetsu Prétear', 'Juuni Kokuki', 'Hiiro no Kakera', 'Koisuru Tenshi Angelique: Kagayaki no Ashita', 'Neo Angelique Abyss: Second Age', 'Amatsuki', 'Kamigami no Asobi', 'Dance with Devils', 'Meiji Tokyo Renka', 'Fruits Basket', 'Brothers Conflict', 'Amnesia', 'Hakkenden: Touhou Hakken Ibun', 'Saiunkoku Monogatari', 'Hakuouki', 'Koisuru Tenshi Angelique: Kokoro no Mezameru Toki', 'Angelique', 'Uta no☆Prince-sama♪ Maji Love 1000%', 'Sengoku Night Blood', 'Hanasakeru Seishounen', 'Shounen Onmyouji', 'Akatsuki no Yona']"
143,"['Kyoushirou to Towa no Sora', 'Yami to Boushi to Hon no Tabibito', 'Ga-Rei: Zero', 'Strawberry Panic', 'Mahou Shoujo Madoka★Magica', 'Code Geass: Hangyaku no Lelouch R2', 'Simoun', 'Magic Knight Rayearth II', 'One: Kagayaku Kisetsu e - True Stories', 'Koutetsu Sangokushi', 'Mai-HiME', 'Sakura Trick', 'Loveless', 'Himiko-den', 'Angel Beats!', 'Umi Monogatari: Anata ga Ite Kureta Koto', 'Blue Drop: Tenshi-tachi no Gikyoku', 'Shoujo Sect', 'Venus Versus Virus', 'Tatakae!! Iczer-1', 'Blue Seed', 'Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life', 'Kashimashi: Girl Meets Girl', 'Shoujo Kakumei Utena']"
39292,"['Kono Subarashii Sekai ni Shukufuku wo!', 'Endro~!', 'Mahou Shoujo Madoka★Magica', 'Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou', 'Black★Rock Shooter (TV)', 'Kono Subarashii Sekai ni Shukufuku wo! 3', 'Soukou Musume Senki', ""Dolls' Frontline"", 'Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita', 'Blue Reflection Ray', 'Buddy Daddies', 'Smile Precure!', 'Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.', 'Log Horizon', 'Sword Art Online', 'Shachou, Battle no Jikan desu!', 'Top wo Nerae 2! Diebuster', 'Ore dake Haireru Kakushi Dungeon', 'Isekai wa Smartphone to Tomo ni.', 'Gintama', 'Shokugeki no Souma', 'Lapis Re:LiGHTs']"
47794,"['Death Parade', 'Alien Stage', 'Odd Taxi', 'Itte.', 'Mushishi', 'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation']"
28223,"['Death Note', 'Angel Beats!', 'Psycho-Pass', 'Jigoku Shoujo', 'Kakegurui', 'Violet Evergarden', 'No Game No Life', 'Bartender', 'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation', 'Shigofumi', 'Shiguang Dailiren', 'Colorful (Movie)', 'Gyakkyou Burai Kaiji: Ultimate Survivor', 'Kuroshitsuji', 'Satsuriku no Tenshi', 'xxxHOLiC', 'Casshern Sins', 'Mushishi', 'Another', 'Haibane Renmei', ""Vivy: Fluorite Eye's Song"", 'Devilman: Crybaby', 'Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru', 'Tokyo Ghoul', 'Kiseijuu: Sei no Kakuritsu', 'Zankyou no Terror', 'Aoi Bungaku Series', 'Imawa no Kuni no Alice', 'Wonder Egg Priority', 'Boku dake ga Inai Machi', 'Death Billiards', 'Cowboy Bebop', 'Isekai Shokudou', 'Kokoro Connect', 'Yu☆Gi☆Oh!', 'Mirai Nikki (TV)', 'ReLIFE', 'Tomodachi Game', 'Subarashiki Kono Sekai The Animation', 'Mahoutsukai no Yome', 'Steins;Gate', 'Jigoku Shoujo Futakomori', 'Kamisama no Inai Nichiyoubi', 'Koe no Katachi', 'Clannad', 'Mononoke', '18if', 'Baccano!', 'Bartender: Kami no Glass', 'Serial Experiments Lain', 'Fumetsu no Anata e', 'Dark Gathering', 'Gakkougurashi!', 'Kino no Tabi: The Beautiful World - The Animated Series', 'Artiswitch', 'Space☆Dandy', 'Gegege no Kitarou (2018)', 'Kino no Tabi: The Beautiful World', 'Rozen Maiden: Träumend', 'Yakusoku no Neverland', 'Re:Zero kara Hajimeru Isekai Seikatsu', 'Yuukoku no Moriarty', 'Shigatsu wa Kimi no Uso', 'Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai', 'Elfen Lied', 'Code Geass: Hangyaku no Lelouch', 'Juuni Taisen', 'B: The Beginning', 'MILGЯAM', 'Eve no Jikan', 'Hellsing Ultimate', 'Monster', 'Natsume Yuujinchou', 'Kuuchuu Buranko', 'Isekai Shikkaku', 'Ergo Proxy', 'Tsuritama', 'Shinigami no Ballad.', 'Un-Go', 'Selector Spread WIXOSS', 'Kara no Kyoukai Movie 5: Mujun Rasen', 'Housekishou Richard-shi no Nazo Kantei', 'Deadman Wonderland', 'Eve no Jikan (Movie)', 'Persona 4 the Animation', 'Hokuto no Ken', 'Kakegurui××', 'Karakuri Circus', 'Petshop of Horrors', 'ACCA: 13-ku Kansatsu-ka', 'Bokura no', 'Darker than Black: Kuro no Keiyakusha', 'Warau Salesman New', 'Mousou Dairinin', 'Muhyo to Rouji no Mahouritsu Soudan Jimusho', 'Duan Nao', 'Warau Salesman', 'Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season', 'Denpa-teki na Kanojo', 'Odd Taxi', 'Shiki', 'Kiznaiver', 'Gangsta.', 'Mardock Scramble: The Second Combustion', 'Black★Rock Shooter', 'Amnesia']"
1591,"['Gokujou Seitokai', 'To Heart', 'Clamp Gakuen Tanteidan', 'Suzumiya Haruhi no Yuuutsu', 'Hayate no Gotoku!!']"
39491,['Golden Kamuy']
2921,"['Hajime no Ippo', 'Cowboy Bebop', 'Texhnolyze', 'Honoo no Tenkousei', 'Nomad: Megalo Box 2', 'Ping Pong the Animation', 'Vinland Saga Season 2']"
8624,"['Tengen Toppa Gurren Lagann', 'One Piece', 'Digimon Universe: Appli Monsters', 'Yu☆Gi☆Oh! Duel Monsters GX', 'Show By Rock!!', 'Ginga e Kickoff!!', 'Pokemon Best Wishes!', 'Cardfight!! Vanguard', 'MÄR']"
42500,"['Kaijuu Sekai Seifuku', 'Susume! Godzilland']"
949,"['Shinseiki Evangelion', 'Tengen Toppa Gurren Lagann', 'Hoshi no Koe', 'Ace wo Nerae!', 'Sidonia no Kishi', 'Kidou Senshi Gundam 0083: Stardust Memory', 'FLCL', 'Macross', 'Ace wo Nerae! (1979)', 'Steins;Gate', 'Kidou Senshi Gundam 0080: Pocket no Naka no Sensou', 'Kuuchuu Gunkan Atlantis', 'Strike Witches', 'Otaku no Video', 'Bishoujo Yuugekitai Battle Skipper', 'Macross: Do You Remember Love?', 'Project A-Ko', 'Shoujo Kakumei Utena', 'Kidou Senshi Gundam', 'Battle Athletess Daiundoukai (TV)', 'Houkago no Pleiades (TV)', 'Koukyoushihen Eureka Seven', 'Made in Abyss', 'Sora yori mo Tooi Basho', 'Akira', 'Captain Earth', 'Densetsu Kyojin Ideon: Hatsudou-hen', 'Daicon Opening Animations', 'Darling in the FranXX', 'Kidou Keisatsu Patlabor', 'Uchuu Patrol Luluco', 'Chou Kidou Densetsu DinaGiga', 'Kill la Kill', 'Kidou Senshi Zeta Gundam', 'Ginga Eiyuu Densetsu', 'Tenkuu no Escaflowne', 'IS: Infinite Stratos', 'Kidou Senshi Gundam I', 'Haja Taisei Dangaiou', 'iDOLM@STER Xenoglossia', 'Soukou no Strain', 'Heroic Age', 'Uchuu Senkan Yamato 2199', 'Uchuu no Stellvia', 'Plastic Little', 'Boukyaku no Senritsu', 'Suisei no Gargantia', 'Kidou Senkan Nadesico', 'Tenkuu Danzai Skelter+Heaven', 'Rayearth', 'Kidou Keisatsu Patlabor the Movie', 'Muv-Luv Alternative: Total Eclipse', 'Kachou Ouji', 'Rinne no Lagrange', 'Uchuu no Senshi', 'Kidou Senshi Gundam 00 Movie: A Wakening of the Trailblazer', 'Shin Getter Robo', 'Gunsmith Cats']"
10869,"['Metal Fight Beyblade', ""Bakusou Kyoudai Let's & Go"", 'Dash! Yonkurou']"
40961,"[""King's Raid: Ishi wo Tsugumono-tachi"", 'Akatsuki no Yona', 'Arslan Senki (TV)']"
38671,"['Soul Eater', 'Ao no Exorcist', 'Boku no Hero Academia', 'Kimetsu no Yaiba', 'Shingeki no Kyojin', 'Promare', 'Black Clover', 'Owari no Seraph', 'Youjo Senki', 'Undead Unluck', 'Shokugeki no Souma', 'Deadman Wonderland', 'Vanitas no Karte', 'Mob Psycho 100', 'Jujutsu Kaisen', 'Naruto', 'D.Gray-man', 'Dr. Stone', 'Naruto: Shippuuden', 'Kemono Jihen', 'Plastic Memories', 'Sword Art Online', 'Bungou Stray Dogs', 'Tekkon Kinkreet', 'Dragon Ball Super', 'Mayonaka no Occult Koumuin', 'Ansatsu Kyoushitsu', 'Fullmetal Alchemist', 'Inferno Cop', 'Deca-Dence', 'Kaijuu 8-gou', 'Fullmetal Alchemist: Brotherhood', 'Kekkai Sensen', 'Hikari no Ou', 'Hataraku Maou-sama!', 'Hunter x Hunter (2011)', 'World Trigger', 'Beelzebub', 'Bleach', 'Sabikui Bisco', 'Megumi no Daigo: Kyuukoku no Orange', 'Durarara!!', 'Fate/stay night: Unlimited Blade Works', 'Boku no Hero Academia 3rd Season']"
1696,"['Kaibutsu Oujo', 'Shikabane Hime: Aka', 'Scrapped Princess', 'Needless', 'Nurarihyon no Mago', 'Hellsing', 'Akame ga Kill!', 'Kyoukai no Kanata', 'Island', 'Blood-C', 'Dai Mahou Touge', 'Soul Eater', 'Shingetsutan Tsukihime', 'Tensei Oujo to Tensai Reijou no Mahou Kakumei', 'Wellber no Monogatari: Sisters of Wellber', 'Soukou no Strain', 'Fate/stay night', 'Karakuri no Kimi', 'Black Lagoon', 'Dance in the Vampire Bund']"
41762,"['Murenase! Seton Gakuen', 'Kawaisugi Crisis', 'Hataraku Saibou', 'Wonderful Precure!', 'Cuticle Tantei Inaba', 'Gaikotsu Shotenin Honda-san', 'Kaijin Kaihatsu-bu no Kuroitsu-san']"
7902,"['Shingeki no Kyojin Picture Drama', 'Sword Art Online II: Sword Art Offline II', 'Sword Art Online: Sword Art Offline', 'Suzumiya Haruhi-chan no Yuuutsu', 'Kuragehime: Soreike! Amars Tankentai']"
36135,"['Q Transformers: Kaette Kita Convoy no Nazo', 'Gintama']"
48965,['Tianbao Fuyao Lu']
30746,"['Choboraunyopomi Gekijou Ai Mai Mii', 'Teekyuu', 'Strange+', 'Plastic Neesan', 'Saiki Kusuo no Ψ-nan', 'Keroro Gunsou', 'Senyuu.']"
1264,"['Saint Seiya', 'Claymore', 'Hyakujuu-Ou GoLion', 'Magic Knight Rayearth', 'Tenkuu Senki Shurato', 'Saint Seiya Omega', 'Bishoujo Senshi Sailor Moon']"
34754,"['Mitsubachi Maya no Bouken', 'Yume-iro Pâtissière']"
38990,"['Mo Dao Zu Shi', 'Tian Guan Cifu', 'Shanhe Jian Xin', 'Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...', 'Overlord', 'Tianbao Fuyao Lu']"
2457,"['Bokusatsu Tenshi Dokuro-chan', 'Paniponi Dash!', 'Ninin ga Shinobuden', 'Di Gi Charat', 'Dragon Half']"
39030,"['Kono Subarashii Sekai ni Shukufuku wo!', 'Ishuzoku Reviewers', 'Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru', 'Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau', 'Fantasy Bishoujo Juniku Ojisan to', 'Benriya Saitou-san, Isekai ni Iku', 'Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!', 'Kinnikuman II Sei', 'Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka?', 'Kami-tachi ni Hirowareta Otoko']"
36873,"['Prison School', 'Detroit Metal City', 'Gokushufudou', 'Grand Blue', 'Asobi Asobase', 'Sekkou Boys', 'Africa no Salaryman (TV)', 'Kono Subarashii Sekai ni Shukufuku wo!', 'Aggressive Retsuko (ONA)', 'Gintama', 'Paripi Koumei', 'Nichijou', 'Danshi Koukousei no Nichijou', 'Himegoto', 'Princess Princess', 'Eoneu Nal Jameseo Kkaeeoboni Bagelyeoga Doeeo Isseotda', 'Zombieland Saga', 'Sakigake!! Cromartie Koukou', '""Oshi no Ko""', 'Uramichi Oniisan']"
8855,"['Legend of Lemnear: Kyokuguro no Tsubasa Valkisas', 'Amon Saga', 'Kikou Kai Galient', 'Soukou Kihei Votoms']"
55690,"['Kimagure Orange☆Road', 'Yahari Ore no Seishun Love Comedy wa Machigatteiru.']"
32983,"['Kimi to Boku.', 'Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.', 'Fruits Basket: The Final', '3-gatsu no Lion', 'Mushishi', 'Mushishi Zoku Shou: Suzu no Shizuku', 'Boku dake ga Inai Machi', 'Fukigen na Mononokean', 'Hachimitsu to Clover']"
275,"['Rec', 'Kono Naka ni Hitori, Imouto ga Iru!', 'Ichigo 100%']"
40716,"['Usagi Drop', 'Barakamon', 'Amaama to Inazuma', 'Sayonara Zetsubou Sensei', 'Spy x Family', 'Somali to Mori no Kamisama', 'Bakuman.', 'Midara na Ao-chan wa Benkyou ga Dekinai', 'Gekkan Shoujo Nozaki-kun', 'Hinamatsuri', 'Shirobako', 'Hige wo Soru. Soshite Joshikousei wo Hirou.', 'Taisou Zamurai', 'Kotarou wa Hitorigurashi', 'Fruits Basket 2nd Season', 'Hataraku Maou-sama!', 'Yuzuki-san Chi no Yonkyoudai.', 'Fruits Basket', 'Angel Beats!', 'Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.', 'Nichijou', 'Saiki Kusuo no Ψ-nan', '3-gatsu no Lion', 'Koe no Katachi', 'Denpa Onna to Seishun Otoko', 'Deaimon', 'Sousou no Frieren', 'Udon no Kuni no Kiniro Kemari', 'Shelter (Music)', 'Umibe no Étranger', 'Ookami Kodomo no Ame to Yuki', 'Clannad: After Story', 'Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.', 'Aishiteruze Baby★★', 'Sayonara no Asa ni Yakusoku no Hana wo Kazarou']"
52830,"['Oemojisangjuui', 'Isekai wa Smartphone to Tomo ni.', 'Tsuki ga Michibiku Isekai Douchuu', '100-man no Inochi no Ue ni Ore wa Tatteiru', 'Tensei shitara Ken deshita', 'Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau', 'Arifureta Shokugyou de Sekai Saikyou', 'Ore dake Level Up na Ken', 'Kyou kara Maou!', 'Ore dake Haireru Kakushi Dungeon', 'Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei', 'Sasaki to Pii-chan', 'Kage no Jitsuryokusha ni Naritakute!']"
9028,['Kyattou Ninden Teyandee']
36577,"['Pâtisserie no Monster', 'Shokugeki no Souma', 'Toriko']"
5277,"['Hyakka Ryouran: Samurai Girls', 'Date A Live II', 'Akikan!', ""Asura Cryin'"", 'Freezing', 'Kurokami The Animation', 'Campione! Matsurowanu Kamigami to Kamigoroshi no Maou', 'Medaka Box Abnormal', 'Kämpfer', 'Mirai Nikki (TV)', 'Btooom!', 'Rozen Maiden']"
54855,"['Kuragehime', 'Kawaii dake ja Nai Shikimori-san', 'Hourou Musuko']"
33122,"['Morimori Shima no Mogu to Perol', 'Dungeon Meshi PVs', 'Isekai Shokudou']"
32830,['Panty & Stocking with Garterbelt']
2694,"['Ryo', 'Haguregumo', 'Saraiya Goyou', 'Kai Byoui Ramune', 'Hyouge Mono']"
36982,"['Bananya', ""Chi's Sweet Home"", 'Ocha-ken: Chokotto Monogatari', 'Gudetama']"
14921,"['Hiiro no Kakera', 'Kamisama Hajimemashita', 'Code-E', 'Inu x Boku SS', 'Shinreigari', 'Fruits Basket', 'Kyoukai no Kanata', 'Another', 'Nagi no Asu kara', 'Serial Experiments Lain', 'Full Metal Panic!', 'Dansai Bunri no Crime Edge', 'Elfen Lied', 'Toaru Majutsu no Index', 'InuYasha', 'Akatsuki no Yona', 'Shinsekai yori', 'Koukyuu no Karasu', 'Kannagi', 'Tayutama: Kiss on My Deity', 'Ookami to Koushinryou', 'Hakkenden: Touhou Hakken Ibun 2nd Season', 'Nurarihyon no Mago', 'Ao no Exorcist', 'Tokyo Ravens', '""Bungaku Shoujo"" Memoire', 'Mission-E', 'Noragami', 'Hyouka', 'Hanasaku Iroha', 'Natsume Yuujinchou', 'Kamisama Dolls', 'Gingitsune', 'Kure-nai', 'Blood-C', 'Uchouten Kazoku']"
47639,"['Magia Record: Mahou Shoujo Madoka☆Magica Gaiden', 'Assault Lily: Bouquet', 'Mahou Shoujo Madoka★Magica', 'Kiznaiver', 'Black★Rock Shooter (OVA)', 'Urasekai Picnic', 'Black★Rock Shooter (TV)', 'Smile Precure!', 'Princess Connect! Re:Dive', 'Yuuki Yuuna wa Yuusha de Aru', 'Uta∽Kata', 'Subarashiki Kono Sekai The Animation', 'Natsu-iro Kiseki', 'Wonder Egg Priority', 'Gakusen Toshi Asterisk']"
14237,"['IS: Infinite Stratos', 'Frame Arms Girl', 'Chobits', 'Rozen Maiden', 'Choukadou Girl ⅙', 'Upotte!!', 'Mai-HiME', 'Kidou Tenshi Angelic Layer', 'Sora no Otoshimono', 'Super Doll Licca-chan', 'Hand Maid May', 'Binzume Yousei', 'Akikan!', 'Hacka Doll The Animation']"
34825,"['Sakamoto desu ga?', 'Handa-kun', 'Saiki Kusuo no Ψ-nan', 'Tanaka-kun wa Itsumo Kedaruge', 'Haikyuu!!', 'Gekkan Shoujo Nozaki-kun', 'Kuroko no Basket', 'Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru', 'Nijiiro Days']"
3059,['Kidou Senshi Gundam SEED']
4578,"['Infini-T Force', 'Peeping Life TV: Season 1??']"
51680,"['Atarashii Joushi wa Do Tennen', 'Tanaka-kun wa Itsumo Kedaruge', 'Kimi to Boku.', 'Uramichi Oniisan', 'Saiki Kusuo no Ψ-nan', 'Miira no Kaikata', 'Skip to Loafer', 'Rokuhou-dou Yotsuiro Biyori', 'Nijiiro Days', 'Kyuujitsu no Warumono-san', 'Gakuen Babysitters', 'Bocchi the Rock!', 'Sanrio Danshi', 'Kawaii dake ja Nai Shikimori-san']"
52701,"['Tondemo Skill de Isekai Hourou Meshi', 'Made in Abyss', 'Sousou no Frieren', 'Toriko', 'Golden Kamuy', 'Isekai Shokudou', 'Emiya-san Chi no Kyou no Gohan', 'Benriya Saitou-san, Isekai ni Iku', 'Heion Sedai no Idaten-tachi', 'Ousama Ranking', 'Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou', 'Mushoku Tensei: Isekai Ittara Honki Dasu', 'Fullmetal Alchemist: Brotherhood', 'Nanatsu no Taizai', 'Kono Sekai wa Fukanzen Sugiru', 'Kanata no Astra', 'Kenpuu Denki Berserk']"
2059,['Taiho Shichau zo (TV)']
115,['Tsubasa Chronicle']
37998,"['Darling in the FranXX', 'Kouya no Kotobuki Hikoutai', 'Aoki Hagane no Arpeggio: Ars Nova', 'Kantai Collection: KanColle', 'Senyoku no Sigrdrifa', 'Heavy Object', 'Azur Lane', 'Shirobako Specials', 'Hisone to Maso-tan', 'Girls & Panzer', 'Macross Plus', 'Sentou Yousei Yukikaze']"
2414,"['Delpower X Bakuhatsu Miracle Genki!', 'Tokumu Sentai Shinesman', 'Project A-Ko', 'Riding Bean', 'Bannou Bunka Neko-Musume']"
28617,"['Kill la Kill', 'Concrete Revolutio: Choujin Gensou', 'Samurai Flamenco', 'FLCL', 'Sarazanmai', 'Sekai Seifuku: Bouryaku no Zvezda', ""Akiba's Trip The Animation"", 'Re:Zero kara Hajimeru Isekai Seikatsu', 'Mawaru Penguindrum', 'Prison School', 'Yozakura Quartet: Hana no Uta', 'Mahou Shoujo Madoka★Magica', 'Tengen Toppa Gurren Lagann', 'Planet With', 'Boku dake ga Inai Machi', 'Yojouhan Shinwa Taikei', 'Zombieland Saga', 'Kono Subarashii Sekai ni Shukufuku wo!', 'Zankyou no Terror', 'Occultic;Nine', 'Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai', 'Tsuritama', 'SKET Dance', 'Seikimatsu Occult Gakuin', 'Sasami-san@Ganbaranai', 'Gatchaman Crowds', 'Hentai Ouji to Warawanai Neko.', 'Charlotte', 'Bubuki Buranki', 'Kyokugen Dasshutsu Adv: Zennin Shibou desu Prologue', 'Yuu☆Yuu☆Hakusho', 'SSSS.Gridman', 'fake!fake!', 'Sakura-sou no Pet na Kanojo', 'Kiznaiver', 'Steins;Gate']"
14345,"['Sword Art Online', 'Mirai Nikki (TV)', 'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation', 'Gantz', 'Deadman Wonderland', ""Darwin's Game"", 'No Game No Life', 'Deatte 5-byou de Battle', 'Imawa no Kuni no Alice', 'Highschool of the Dead', 'Accel World', 'Log Horizon', 'Death Note', '7 Seeds', 'Shingeki no Kyojin', 'Mi Yu Xingzhe', 'Black Lagoon', 'Platinum End', 'Ousama Game The Animation', 'Juuni Taisen', 'Gleipnir', 'Nakanohito Genome [Jikkyouchuu]', 'Tenkuu Shinpan', 'Jigokuraku', 'Mirai Nikki', 'Dorei-ku The Animation', 'Mahou Shoujo Ikusei Keikaku', 'Ixion Saga DT', 'Sword Art Online II', 'Overlord', 'Fate/Zero', 'Coppelion', 'Akuma no Riddle', 'Juu Ou Sei', 'Higashi no Eden', 'Psycho-Pass', 'Dr. Stone', 'Evil or Live', 'Rainbow: Nisha Rokubou no Shichinin', 'World Trigger', 'Kiseijuu: Sei no Kakuritsu', 'Another', 'Terra Formars', 'Batman: Gotham Knight', 'Denpa-teki na Kanojo', 'Kidou Senshi Gundam: Dai 08 MS Shoutai', 'Tales of Zestiria the Cross: Saiyaku no Jidai', 'Devil Survivor 2 The Animation', 'Yakusoku no Neverland', 'Tomodachi Game', 'Zankyou no Terror', 'Kidou Senshi Gundam SEED Destiny', 'Sword Art Online Alternative: Gun Gale Online', 'Net-juu no Susume', 'One Outs', 'Elfen Lied', 'Kyochuu Rettou Movie', 'Absolute Duo', 'Ao no Exorcist', 'Jigoku Shoujo', 'Sekirei: Pure Engagement', 'Phantom: Requiem for the Phantom', 'Umineko no Naku Koro ni', 'Akikan!', 'Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?', 'Steins;Gate', 'Blade & Soul', 'Violence Jack: Harem Bomber-hen', 'Kämpfer', 'Grisaia no Kajitsu', 'Machine-Doll wa Kizutsukanai', 'Sekirei', 'Sounan desu ka?', 'K', 'Aoharu x Kikanjuu', 'Rozen Maiden', 'Mai-HiME', 'Fate/stay night', 'Ibara no Ou', 'Gokukoku no Brynhildr', 'C: The Money of Soul and Possibility Control', 'Togainu no Chi', 'Bus Gamer']"
1742,"['Akatsuki no Yona', 'Shin Megami Tensei: Tokyo Mokushiroku', 'Yokoyama Mitsuteru Sangokushi']"
3579,"['Muteki Choujin Zanbot 3', 'Fuuto Tantei', 'Tengen Toppa Gurren Lagann', 'Saikyou Robot Daiouja', 'Mazinger Z', 'Koutetsu Jeeg', 'UFO Senshi Dai Apolon']"
13333,"['Hanasaku Iroha', 'K-On!', 'Kokoro Connect', 'Love Live! School Idol Project', 'Glasslip', 'Natsu-iro Kiseki', 'Hanayamata', 'Hibike! Euphonium', 'Sakamichi no Apollon', 'Tamayura: Hitotose', 'True Tears', 'Nagi no Asu kara', 'Kokoro ga Sakebitagatterunda.', 'Chihayafuru', 'Kono Oto Tomare!', 'Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.', 'Gakuen Utopia Manabi Straight!', 'K-On! Movie', 'Anima Yell!', 'Wake Up, Girls! Shichinin no Idol', 'Marginal#4: Kiss kara Tsukuru Big Bang', 'Shigatsu wa Kimi no Uso', 'Love Live! Nijigasaki Gakuen School Idol Doukoukai', 'Sakura-sou no Pet na Kanojo', 'Clannad: After Story', 'Sora yori mo Tooi Basho', 'Clannad', 'HaruChika: Haruta to Chika wa Seishun suru', 'Saki', 'Hyouka', 'So Ra No Wo To', 'Beck', 'Free!', 'K-On!!', 'Rokuhou-dou Yotsuiro Biyori', 'Kiniro Mosaic', 'White Album 2', 'Yahari Ore no Seishun Love Comedy wa Machigatteiru.', 'Hachimitsu to Clover', 'A-Channel', 'Sora no Method']"
34502,['Funny Pets']
1860,"['Persona 4 the Animation', 'Red Garden', 'Ga-Rei: Zero', 'Samurai Champloo', 'Persona: Trinity Soul', ""Le Chevalier D'Eon"", 'Yi Ren Zhi Xia', 'X', 'D.Gray-man', 'Jujutsu Kaisen', 'Kuroko no Basket', 'Ikkitousen', 'Tokkou', 'Gantz', 'Darker than Black: Kuro no Keiyakusha', 'Blood+', 'Shikabane Hime: Aka', 'Bleach', 'Highschool of the Dead']"
1546,"['Paniponi Dash!', 'Sayonara Zetsubou Sensei', 'Azumanga Daiou The Animation', 'Otogi Story Tenshi no Shippo', 'Zero no Tsukaima', 'Sister Princess', 'Magi: The Labyrinth of Magic', 'Bakemonogatari', 'Mai-HiME', 'Seireitsukai no Blade Dance', ""Joshikousei: Girl's High"", 'Nagasarete Airantou', 'Renkin San-kyuu Magical? Pokaan', 'Hidamari Sketch', 'Tsukuyomi: Moon Phase', 'Gakuen Alice', 'ef: A Tale of Memories.', 'Love Hina', 'Shuffle!', 'Slayers', 'Happiness!', '11eyes']"
39184,"['Starmyu', 'Sanrio Danshi', 'Kageki Shoujo!!', 'Days', 'IDOLiSH7', 'Shounen Hollywood: Holly Stage for 49', 'Glass no Kamen (2005)', 'The iDOLM@STER SideM']"
1500,"['Koukaku Kidoutai: Stand Alone Complex', 'Binbougami ga!', 'Mnemosyne: Mnemosyne no Musume-tachi', 'Yuugen Kaisha']"
34102,"['Steins;Gate', 'Charlotte', 'Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai', 'Shiguang Dailiren', 'Boogiepop wa Warawanai (2019)', 'Hyouka', 'Shinsekai yori', 'Re:Zero kara Hajimeru Isekai Seikatsu', 'Bakemonogatari', 'Summertime Render', 'Kokkoku', 'Kono Yo no Hate de Koi wo Utau Shoujo YU-NO', 'Death Note', 'Zetsuen no Tempest', 'Sonny Boy', 'Tokyo Revengers', 'Nisemonogatari', 'Shinreigari', 'Rewrite', 'Kubikiri Cycle: Aoiro Savant to Zaregotozukai', 'Toaru Majutsu no Index', 'Subete ga F ni Naru', 'Isshuukan Friends.', 'Rokka no Yuusha', 'Code Geass: Hangyaku no Lelouch', 'Yi Ren Zhi Xia', 'Boku dake ga Inai Machi', 'Id:Invaded', 'Angel Beats!', 'Yahari Ore no Seishun Love Comedy wa Machigatteiru.', 'JoJo no Kimyou na Bouken Part 3: Stardust Crusaders']"
926,['Yuusha Keisatsu J-Decker']
