uid,titles,genre,aired,episodes,members,popularity,ranked,score,url
124,"['Fushigi Yuugi: Eikouden', 'Fushigi Yuugi OVA 3', 'ふしぎ遊戯 -永光伝', 'Mysterious Play: Eikoden', 'El Juego Misterioso: Fushigi Yugi Eikoden', 'Fushigi Yugi Eikoden']","['Adventure', 'Drama', 'Fantasy', 'Romance']",2001-12-21 - 2002-06-25,4,18474,5177,5251,6.8,https://myanimelist.net/anime/124/Fushigi_Yuugi__Eikouden
125,"['Futakoi', '双恋', 'Twin Love']","['Comedy', 'Romance']",2004-10-07 - 2004-12-30,13,36260,3835,7401,6.42,https://myanimelist.net/anime/125/Futakoi
126,"['Futakoi Alternative', 'Futakoi 2', 'フタコイ オルタナティブ']","['Comedy', 'Drama', 'Romance']",2005-04-07 - 2005-06-30,13,32367,4061,4969,6.85,https://myanimelist.net/anime/126/Futakoi_Alternative
127,"['Gate Keepers', 'Gatekeepers', 'ゲートキーパーズ']","['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",2000-04-03 - 2000-09-18,24,23108,4717,4667,6.91,https://myanimelist.net/anime/127/Gate_Keepers
128,"['Gate Keepers 21', 'Gatekeepers 21', 'ゲートキーパーズ21']","['Action', 'Drama', 'Sci-Fi']",2002-04-24 - 2003-01-08,6,11154,6307,5588,6.73,https://myanimelist.net/anime/128/Gate_Keepers_21
129,"['Gensoumaden Saiyuuki', 'Gensou Maden Saiyuki', '幻想魔伝 最遊記', 'Saiyuki', 'Saiyuki', 'Saiyuki']","['Action', 'Adventure', 'Drama', 'Fantasy']",2000-04-04 - 2001-03-27,50,56602,3022,1762,7.54,https://myanimelist.net/anime/129/Gensoumaden_Saiyuuki
130,"['Saiyuuki Reload', 'Saiyuki Reloaded', 'Saiyuki 2', 'Saiyuki R', '最遊記RELOAD', 'Saiyuki Reload', 'Saiyuki Reload', 'Saiyuki Reload', 'Saiyuki Reload']","['Action', 'Adventure', 'Comedy', 'Drama', 'Supernatural']",2003-10-02 - 2004-03-25,25,36485,3816,2459,7.36,https://myanimelist.net/anime/130/Saiyuuki_Reload
131,"['Saiyuuki Reload Gunlock', 'Saiyuki Reload Gunlock', 'SRG', '最遊記RELOAD GUNLOCK', 'Saiyuki Gunlock', 'Saiyuki Gunlock']","['Action', 'Adventure', 'Comedy', 'Drama', 'Supernatural']",2004-04-02 - 2004-09-24,26,24228,4626,2407,7.37,https://myanimelist.net/anime/131/Saiyuuki_Reload_Gunlock
132,"['GetBackers', 'GetBackers: Dakkanya', 'ゲットバッカーズ\u3000奪還屋', 'Getbackers', 'Getbackers', 'Get Backers', 'Get Backers']","['Action', 'Mystery', 'Supernatural']",2002-10-05 - 2003-09-20,49,124295,1847,1646,7.57,https://myanimelist.net/anime/132/GetBackers
133,"['Green Green', 'Green Green TV', 'Guri Guri', 'グリーングリーン', 'Green Green']","['Comedy', 'Romance', 'Ecchi']",2003-07-13 - 2003-09-28,12,119264,1908,9022,6.13,https://myanimelist.net/anime/133/Green_Green
134,"['Gunslinger Girl', 'Gunslinger Girls', 'ガンスリンガー・ガール', 'Gunslinger Girl']","['Action', 'Drama', 'Sci-Fi', 'Suspense']",2003-10-09 - 2004-02-19,13,193966,1281,2382,7.38,https://myanimelist.net/anime/134/Gunslinger_Girl
135,"['Hikaru no Go', ""Hikaru's Go"", 'ヒカルの碁', 'Hikaru no Go']","['Comedy', 'Drama', 'Supernatural']",2001-10-10 - 2003-03-26,75,141572,1670,551,8.07,https://myanimelist.net/anime/135/Hikaru_no_Go
136,"['Hunter x Hunter', 'HxH', 'HUNTER×HUNTER（ハンター×ハンター）', 'Hunter x Hunter', 'Hunter X Hunter: Cazadores de Tesoros']","['Action', 'Adventure', 'Fantasy']",1999-10-16 - 2001-03-31,62,605675,376,181,8.42,https://myanimelist.net/anime/136/Hunter_x_Hunter
137,"['Hunter x Hunter: Original Video Animation', 'Hunter x Hunter OVA', 'Hunter x Hunter: Yorkshin City Kanketsu-hen', 'HUNTER×HUNTER Original Video Animation']","['Action', 'Adventure', 'Fantasy']",2002-01-17 - 2002-04-17,8,129481,1793,268,8.31,https://myanimelist.net/anime/137/Hunter_x_Hunter__Original_Video_Animation
138,"['Hunter x Hunter: Greed Island', 'Hunter X Hunter OVA 2', 'HUNTER×HUNTER Greed Island']","['Action', 'Adventure', 'Fantasy']",2003-02-05 - 2003-04-16,8,160175,1517,406,8.18,https://myanimelist.net/anime/138/Hunter_x_Hunter__Greed_Island
139,"['Hunter x Hunter: Greed Island Final', 'Hunter x Hunter: G I Final', 'Hunter x Hunter OVA 3', 'HUNTER×HUNTER G・I Final']","['Action', 'Adventure', 'Fantasy']",2004-03-03 - 2004-08-18,14,148261,1611,327,8.25,https://myanimelist.net/anime/139/Hunter_x_Hunter__Greed_Island_Final
141,"['Jinki:Extend', 'ジンキ・エクステンド', 'Jinki: Extend']",['Sci-Fi'],2005-01-06 - 2005-03-24,12,12430,6040,9451,6.05,https://myanimelist.net/anime/141/Jinki_Extend
142,"['Kamikaze Kaitou Jeanne', 'Phantom Thief Jeanne', 'Divine Wind Thief Jeanne', '神風怪盗ジャンヌ']","['Action', 'Drama', 'Mystery', 'Romance', 'Supernatural']",1999-02-13 - 2000-01-29,44,58318,2977,2034,7.46,https://myanimelist.net/anime/142/Kamikaze_Kaitou_Jeanne
143,"['Kannazuki no Miko', 'Kannaduki no Miko', 'Priestesses of the Godless Month', '神無月の巫女', 'Destiny of the Shrine Maiden', 'Destiny of Shrine Maiden']","['Drama', 'Girls Love', 'Supernatural']",2004-10-02 - 2004-12-18,12,73173,2616,5205,6.8,https://myanimelist.net/anime/143/Kannazuki_no_Miko
144,"['Kanon', 'Kanon (2002)', 'カノン']","['Drama', 'Romance', 'Supernatural']",2002-01-31 - 2002-03-28,13,67375,2755,4001,7.06,https://myanimelist.net/anime/144/Kanon
145,"['Kareshi Kanojo no Jijou', 'Kare Kano', 'Karekano', '彼氏彼女の事情', 'His and Her Circumstances', 'Kare Kano', 'Entre Elle et Lui']","['Comedy', 'Drama', 'Romance']",1998-10-02 - 1999-03-26,26,237314,1058,1532,7.6,https://myanimelist.net/anime/145/Kareshi_Kanojo_no_Jijou
146,"['Kono Minikuku mo Utsukushii Sekai', 'この醜くも美しい世界', 'This Ugly Yet Beautiful World']","['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Ecchi']",2004-04-02 - 2004-06-18,12,62564,2868,5855,6.69,https://myanimelist.net/anime/146/Kono_Minikuku_mo_Utsukushii_Sekai
147,"['Kimi ga Nozomu Eien', 'The Eternity You Wish For', 'KimiNozo', '君が望む永遠', 'Rumbling Hearts', 'Die Ewigkeit, die Du Dir Wünschst', 'Rumbling Hearts']","['Drama', 'Romance']",2003-10-05 - 2004-01-04,14,144662,1647,3456,7.17,https://myanimelist.net/anime/147/Kimi_ga_Nozomu_Eien
148,"['Kita e.: Diamond Dust Drops', 'Northward: Diamond Dust Drops', '北へ。 ～Diamond Dust Drops～', 'Diamond Daydreams']","['Drama', 'Romance']",2004-01-20 - 2004-04-05,12,9967,6626,6544,6.56,https://myanimelist.net/anime/148/Kita_e__Diamond_Dust_Drops
149,"['Loveless', 'LL', 'LOVELESS', 'Loveless']","['Boys Love', 'Drama', 'Mystery', 'Supernatural']",2005-04-07 - 2005-06-30,12,142709,1667,5659,6.72,https://myanimelist.net/anime/149/Loveless
150,"['Blood+', 'Blood Plus', 'ブラッドプラス', 'Blood+']","['Action', 'Drama', 'Horror', 'Mystery', 'Supernatural']",2005-10-08 - 2006-09-23,50,383080,638,1501,7.61,https://myanimelist.net/anime/150/Blood_
151,"['Re: Cutie Honey', 'Re: Cutey Honey', 'Re:キューティーハニー']","['Action', 'Comedy', 'Girls Love', 'Sci-Fi', 'Ecchi']",2004-07-24 - 2004-09-25,3,31333,4110,3666,7.13,https://myanimelist.net/anime/151/Re__Cutie_Honey
152,"['Solty Rei', 'SoltyRei', 'ソルティレイ']","['Action', 'Sci-Fi']",2005-10-07 - 2006-03-31,24,31329,4112,3032,7.25,https://myanimelist.net/anime/152/Solty_Rei
153,"['Juuni Kokuki', '12 Kingdoms', 'Juuni Kokki', '十二国記', 'The Twelve Kingdoms', 'The Twelve Kingdoms', 'Doce Reinos', 'Les 12 Royaumes']","['Action', 'Adventure', 'Fantasy']",2002-04-09 - 2003-08-30,45,157623,1542,634,8.01,https://myanimelist.net/anime/153/Juuni_Kokuki
154,"['Shaman King', 'シャーマンキング', 'Shaman King']","['Action', 'Adventure', 'Supernatural']",2001-07-04 - 2002-09-25,64,371369,662,1181,7.73,https://myanimelist.net/anime/154/Shaman_King
156,"['X', 'X the TV Series', 'X/1999', 'Ekksu', 'X (2001)', 'X−エックス−', 'X', 'X La Serie']","['Action', 'Drama', 'Fantasy', 'Mystery']",2001-10-03 - 2002-03-27,24,84923,2385,2393,7.38,https://myanimelist.net/anime/156/X
157,"['Mahou Sensei Negima!', 'Magister Negi Magi', '魔法先生 ネギま！', 'Negima!', 'Magister Negi Magi Negima!', 'Negima! le Maître Magicien']","['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']",2005-01-06 - 2005-06-30,26,143962,1655,4645,6.92,https://myanimelist.net/anime/157/Mahou_Sensei_Negima
158,"['Maria-sama ga Miteru', 'MariMite', 'La Vierge Marie Vous Regarde', 'The Virgin Mary is Watching You', 'マリア様がみてる', 'Maria Watches Over Us', 'María nos mira']","['Drama', 'Girls Love']",2004-01-08 - 2004-04-01,13,72298,2638,2846,7.28,https://myanimelist.net/anime/158/Maria-sama_ga_Miteru
159,"['Boukyaku no Senritsu', '忘却の旋律', 'The Melody of Oblivion', 'The Melody of Oblivion', 'La Melodía del Olvido', 'The Melody of Oblivion']","['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi']",2004-04-07 - 2004-09-22,24,19585,5065,8263,6.27,https://myanimelist.net/anime/159/Boukyaku_no_Senritsu
160,"['Ima, Soko ni Iru Boku', 'Ima', 'Soko ni Iru Boku', '今、そこにいる僕', 'Now and Then, Here and There', 'Now and Then, Here and There']","['Adventure', 'Drama', 'Fantasy', 'Sci-Fi']",1999-10-14 - 2000-01-20,13,150211,1596,1576,7.59,https://myanimelist.net/anime/160/Ima_Soko_ni_Iru_Boku
161,"['Peace Maker Kurogane', 'Peacemaker Kurogane', 'PMK', 'PEACE MAKER 鐵', 'Peace Maker Kurogane']","['Action', 'Comedy']",2003-10-08 - 2004-03-24,24,59100,2952,2828,7.29,https://myanimelist.net/anime/161/Peace_Maker_Kurogane
162,"['Pita Ten', 'Pitaten', 'ぴたテン', 'Pita-Ten', 'Pita-Ten', 'Pita-Ten']","['Comedy', 'Fantasy', 'Romance']",2002-04-07 - 2002-09-29,26,24719,4588,4686,6.91,https://myanimelist.net/anime/162/Pita_Ten
163,"['Power Stone', 'パワーストーン']","['Adventure', 'Comedy', 'Fantasy']",1999-04-03 - 1999-09-25,26,8721,6997,7194,6.46,https://myanimelist.net/anime/163/Power_Stone
165,"['RahXephon', 'ラーゼフォン', 'RahXephon']","['Action', 'Award Winning', 'Drama', 'Mystery', 'Romance', 'Sci-Fi', 'Suspense']",2002-01-21 - 2002-09-11,26,121935,1881,2438,7.37,https://myanimelist.net/anime/165/RahXephon
166,"['Samurai 7', 'Samurai Seven', 'サムライセブン', 'Samurai 7']","['Action', 'Sci-Fi']",2004-06-12 - 2004-12-25,26,133764,1752,2181,7.43,https://myanimelist.net/anime/166/Samurai_7
167,"['Scrapped Princess', 'Haiki Oujo', 'スクラップド・プリンセス', 'Scrapped Princess', 'Scrapped Princess: La Princesa Abandonada']","['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']",2003-04-08 - 2003-10-07,24,97618,2195,2440,7.37,https://myanimelist.net/anime/167/Scrapped_Princess
168,"['s.CRY.ed', 'Scryed', 'スクライド', 's-CRY-ed', 's-CRY-ed', 's-CRY-ed', 's-CRY-ed']","['Action', 'Adventure', 'Drama', 'Sci-Fi']",2001-07-04 - 2001-12-26,26,84601,2394,2473,7.36,https://myanimelist.net/anime/168/sCRYed
169,"['Shingetsutan Tsukihime', 'Tsukihime - Lunar Legend', 'Lunar Legend Moon Princess', 'Moon Princess', 'True Lunar Chronicle Tsukihime', 'Lunar Legends', '真月譚 月姫', 'Lunar Legend Tsukihime']","['Action', 'Horror', 'Mystery', 'Romance', 'Supernatural']",2003-10-10 - 2003-12-26,12,173018,1416,5204,6.8,https://myanimelist.net/anime/169/Shingetsutan_Tsukihime
170,"['Slam Dunk', 'スラムダンク', 'Slam Dunk']",['Sports'],1993-10-16 - 1996-03-23,101,310115,808,119,8.55,https://myanimelist.net/anime/170/Slam_Dunk
171,"['Strange Dawn', 'ストレンジ・ドーン']","['Adventure', 'Drama', 'Fantasy']",2000-07-11 - 2000-09-26,13,6547,7851,8264,6.27,https://myanimelist.net/anime/171/Strange_Dawn
173,"['Tactics', 'タクティクス']","['Mystery', 'Supernatural']",2004-10-06 - 2005-03-30,25,42000,3558,3420,7.18,https://myanimelist.net/anime/173/Tactics
174,"['Tenjou Tenge', 'Heaven and Earth', 'Tenjo Tenge', '天上天下', 'Tenjho Tenge', 'Tenjo Tenge', 'Tenjho Tenge', 'Tenjo Tenge']","['Action', 'Drama', 'Supernatural', 'Ecchi']",2004-04-02 - 2004-09-17,24,192565,1296,4929,6.86,https://myanimelist.net/anime/174/Tenjou_Tenge
175,"['Tokyo Underground', '東京アンダーグラウンド', 'Tokyo Underground']","['Action', 'Adventure', 'Romance', 'Sci-Fi']",2002-04-02 - 2002-09-24,26,30531,4154,6473,6.58,https://myanimelist.net/anime/175/Tokyo_Underground
176,"['Triangle Heart: Sweet Songs Forever', 'とらいあんぐるハート -Sweet Songs Forever-']","['Adventure', 'Romance']",2003-07-24 - 2003-12-26,4,7502,7416,9151,6.11,https://myanimelist.net/anime/176/Triangle_Heart__Sweet_Songs_Forever
177,"['Tsubasa Chronicle', 'Tsubasa: RESERVoir CHRoNiCLE', 'ツバサ・クロニクル', 'Tsubasa RESERVoir CHRoNiCLE', 'Tsubasa CHRoNiCLE', 'Tsubasa CHRoNiCLE', 'Tsubasa CHRoNiCLE']","['Action', 'Adventure', 'Fantasy', 'Romance']",2005-04-09 - 2005-10-15,26,232108,1089,1877,7.51,https://myanimelist.net/anime/177/Tsubasa_Chronicle
178,"['Ultra Maniac', 'ウルトラマニアック', 'Ultra Maniac']","['Comedy', 'Fantasy', 'Romance']",2003-05-20 - 2003-11-11,26,34672,3905,3555,7.15,https://myanimelist.net/anime/178/Ultra_Maniac
180,"['Vandread', 'Vandread Stage One', 'Vandread First Stage', 'ヴァンドレッド', 'Vandread']","['Action', 'Sci-Fi', 'Ecchi']",2000-10-03 - 2000-12-19,13,86722,2353,3583,7.15,https://myanimelist.net/anime/180/Vandread
181,"['Vandread: The Second Stage', 'ヴァンドレッド the second stage', 'Vandread: The Second Stage', 'Vandread: The Second Stage 2eme saison']","['Action', 'Sci-Fi', 'Ecchi']",2001-10-05 - 2002-01-18,13,55434,3053,2368,7.38,https://myanimelist.net/anime/181/Vandread__The_Second_Stage
182,"['Tenkuu no Escaflowne', 'Tenkuu no Escaflowne', '天空のエスカフローネ', 'The Vision of Escaflowne', 'The Vision of Escaflowne', 'La Visión de Escaflowne', 'The Vision of Escaflowne']","['Action', 'Adventure', 'Fantasy', 'Romance', 'Suspense']",1996-04-02 - 1996-09-24,26,164120,1491,1369,7.66,https://myanimelist.net/anime/182/Tenkuu_no_Escaflowne
183,"['Whistle!', 'ホイッスル！']",['Sports'],2002-05-06 - 2003-02-03,39,15280,5561,2468,7.36,https://myanimelist.net/anime/183/Whistle
184,"['Xenosaga The Animation', 'ゼノサーガ THE ANIMATION']","['Action', 'Sci-Fi']",2005-01-06 - 2005-03-24,12,21406,4893,7976,6.32,https://myanimelist.net/anime/184/Xenosaga_The_Animation
185,"['Initial D First Stage', 'ID', '頭文字〈イニシャル〉D', 'Initial D First Stage', 'Initial D: Supera el Límite de Velocidad Temporada 1']","['Action', 'Drama']",1998-04-19 - 1998-12-06,26,398115,607,229,8.35,https://myanimelist.net/anime/185/Initial_D_First_Stage
186,"['Initial D Second Stage', '頭文字〈イニシャル〉D SECOND STAGE', 'Initial D Second Stage', 'Initial D: Supera el Límite de Velocidad Temporada 2', 'Initial D Stage 2']","['Action', 'Drama']",1999-10-15 - 2000-01-21,13,228395,1106,407,8.18,https://myanimelist.net/anime/186/Initial_D_Second_Stage
189,"['Love Hina', 'ラブひな', 'Love Hina']","['Comedy', 'Romance', 'Ecchi']",2000-04-19 - 2000-09-27,24,270850,928,3847,7.09,https://myanimelist.net/anime/189/Love_Hina
190,"['Love Hina Again', 'ラブ ひな Again', 'Love Hina Again']","['Comedy', 'Romance', 'Ecchi']",2002-01-26 - 2002-03-27,3,86727,2354,3231,7.21,https://myanimelist.net/anime/190/Love_Hina_Again
193,"['Maburaho', 'まぶらほ', 'Maburaho']","['Comedy', 'Drama', 'Romance', 'Ecchi']",2003-10-14 - 2004-04-06,24,99179,2178,5578,6.73,https://myanimelist.net/anime/193/Maburaho
194,"['Macross Zero', 'マクロス ゼロ', 'Macross Zero']","['Action', 'Adventure', 'Sci-Fi']",2002-12-21 - 2004-10-20,5,40440,3627,1922,7.49,https://myanimelist.net/anime/194/Macross_Zero
195,"['Onegai☆Teacher', 'Onegai Sensei', 'おねがい☆ティーチャー', 'Please Teacher!', 'Onegai Teacher', 'Please Teacher!', 'Please Teacher!']","['Drama', 'Romance', 'Sci-Fi']",2002-01-10 - 2002-03-28,12,180221,1377,3875,7.09,https://myanimelist.net/anime/195/Onegai☆Teacher
196,"['Onegai☆Twins', 'Onegai☆Twins', 'おねがい☆ツインズ', 'Please Twins!', 'Please Twins']","['Comedy', 'Drama', 'Sci-Fi']",2003-07-15 - 2003-10-14,12,91343,2291,5219,6.8,https://myanimelist.net/anime/196/Onegai☆Twins
197,"['Rizelmine', 'りぜるまいん']","['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",2002-04-03 - 2002-12-22,24,26074,4475,6906,6.5,https://myanimelist.net/anime/197/Rizelmine
198,"['Speed Grapher', 'スピードグラファー', 'Speed Grapher']","['Action', 'Mystery', 'Supernatural', 'Suspense']",2005-04-08 - 2005-09-30,24,117148,1935,2828,7.29,https://myanimelist.net/anime/198/Speed_Grapher
200,"['Tenshi na Konamaiki', '天使な小生意気', 'Cheeky Angel']","['Comedy', 'Romance']",2002-04-07 - 2003-03-30,50,29055,4246,2226,7.42,https://myanimelist.net/anime/200/Tenshi_na_Konamaiki
201,"['Video Girl Ai', 'Denei Shoujo Video Girl AI', '電影少女 VIDEO・GIRL・AI', 'Video Girl Ai', 'Video Girl AI']","['Comedy', 'Drama', 'Romance', 'Ecchi']",1992-03-27 - 1992-08-28,6,31783,4086,3316,7.19,https://myanimelist.net/anime/201/Video_Girl_Ai
202,"[""Wolf's Rain"", 'Wolf Rain', 'ウルフズレイン', ""Wolf's Rain""]","['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",2003-01-07 - 2003-07-29,26,334000,746,1039,7.79,https://myanimelist.net/anime/202/Wolfs_Rain
204,"['Yumeria', 'ゆめりあ']","['Action', 'Comedy', 'Ecchi']",2004-01-09 - 2004-03-26,12,28900,4256,9413,6.06,https://myanimelist.net/anime/204/Yumeria
205,"['Samurai Champloo', 'SAMURAI CHAMPLOO', 'サムライチャンプルー', 'Samurai Champloo']","['Action', 'Adventure', 'Comedy']",2004-05-20 - 2005-03-19,26,1266461,109,134,8.51,https://myanimelist.net/anime/205/Samurai_Champloo
206,"['Lodoss-tou Senki: Eiyuu Kishi Den', 'Record of Lodoss War TV', 'ロードス島戦記\u3000英雄騎士伝', 'Record of Lodoss War: Chronicles of the Heroic Knight', 'Las Crónicas de Lodoss Los Ovas', 'Chroniques de la Guerre de Lodoss: La Légende du Chevalier Heroïque']","['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",1998-04-01 - 1998-09-30,27,35707,3856,3780,7.11,https://myanimelist.net/anime/206/Lodoss-tou_Senki__Eiyuu_Kishi_Den
207,"['Lodoss-tou Senki', 'Record of Lodoss War OVA', 'ロードス島戦記', 'Record of Lodoss War', 'Record of Lodoss War', 'Record of Lodoss War Ovas', 'Les Chroniques de la Guerre de Lodoss']","['Action', 'Adventure', 'Fantasy']",1990-06-30 - 1991-11-23,13,81661,2453,2602,7.33,https://myanimelist.net/anime/207/Lodoss-tou_Senki
208,"['R.O.D: Read or Die', 'ROD OVA', 'Read or Die OVA', 'R.O.D リード・オア・ダイ', 'R.O.D - Read or Die', 'R.O.D - Read or Die', 'R.O.D - Read or Die', 'R.O.D - Read or Die']","['Action', 'Adventure', 'Mystery', 'Sci-Fi']",2001-05-23 - 2002-02-06,3,70055,2688,1505,7.61,https://myanimelist.net/anime/208/ROD__Read_or_Die
209,"['R.O.D: The TV', 'Read or Die TV', 'Read or Die', 'ROD', 'Read or Die: the TV', 'Read or Dream', 'R.O.D. TV', 'アール・オー・ディー ザ・ティーヴィー', 'R.O.D -The TV-', 'R.O.D -The TV-']","['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi']",2003-09-01 - 2004-03-16,26,70819,2672,1852,7.52,https://myanimelist.net/anime/209/ROD__The_TV
210,"['Ranma ½', 'Ranma 1/2', 'Ranma ½ Nettou Hen', 'らんま1/2', 'Ranma ½']","['Action', 'Comedy', 'Fantasy', 'Ecchi']",1989-04-15 - 1992-09-25,161,261968,964,1100,7.76,https://myanimelist.net/anime/210/Ranma_½
215,"['Pia Carrot e Youkoso!! 2 DX', 'Pia Carrot 2 DX', 'Pia キャロット へ ようこそ!! 2 DX']","['Comedy', 'Romance']",1999-12-18 - 2000-10-25,6,3163,10134,8704,6.19,https://myanimelist.net/anime/215/Pia_Carrot_e_Youkoso_2_DX
218,"['Kidou Senkan Nadesico', 'Kidou Senkan Nadeshiko', 'Mobile Battleship Nadesico', '機動戦艦ナデシコ', 'Martian Successor Nadesico', 'Martian Successor Nadesico', 'Martian Successor Nadesico', 'Martian Successor Nadesico']","['Action', 'Comedy', 'Romance', 'Sci-Fi']",1996-10-01 - 1997-03-25,26,56192,3036,1918,7.49,https://myanimelist.net/anime/218/Kidou_Senkan_Nadesico
222,"['Mezzo DSA', 'Mezzo Danger Service Agency', 'Mezzo Forte TV', 'Mezzo TV Danger Service Agency', 'メゾ', 'Mezzo']","['Action', 'Adventure', 'Comedy', 'Mystery', 'Sci-Fi']",2004-01-04 - 2004-03-28,13,24074,4633,6213,6.63,https://myanimelist.net/anime/222/Mezzo_DSA
223,"['Dragon Ball', 'Dragonball', 'DB', 'ドラゴンボール', 'Dragon Ball']","['Action', 'Adventure', 'Comedy', 'Fantasy']",1986-02-26 - 1989-04-12,153,1064987,148,686,7.97,https://myanimelist.net/anime/223/Dragon_Ball
225,"['Dragon Ball GT', 'Dragonball GT', 'DBGT', 'ドラゴンボールGT', 'Dragon Ball GT']","['Action', 'Adventure', 'Comedy', 'Fantasy']",1996-02-07 - 1997-11-19,64,643060,345,6944,6.5,https://myanimelist.net/anime/225/Dragon_Ball_GT
226,"['Elfen Lied', 'Elfen Song', 'Elfic Song', 'Elf Song', 'エルフェンリート', 'Elfen Lied']","['Action', 'Drama', 'Horror', 'Romance', 'Supernatural', 'Suspense']",2004-07-25 - 2004-10-17,13,1540771,77,2061,7.46,https://myanimelist.net/anime/226/Elfen_Lied
227,"['FLCL', 'Fooly Cooly', 'Furi Kuri', 'フリクリ', 'FLCL', 'FLCL Furi Kuri']","['Action', 'Avant Garde', 'Comedy', 'Sci-Fi', 'Suspense']",2000-04-26 - 2001-03-16,6,842276,223,602,8.03,https://myanimelist.net/anime/227/FLCL
228,"['Jigoku Shoujo', 'Jigoku Shojo', '地獄少女', 'Hell Girl', 'La Fille des enfers']","['Horror', 'Mystery', 'Supernatural', 'Suspense']",2005-10-05 - 2006-04-05,26,367113,666,1542,7.6,https://myanimelist.net/anime/228/Jigoku_Shoujo
